267847.0000000,-149.7411573,61.2151303, 0.0745318, 0.0397576 
274891.0000000,-149.8431373,61.0782217, 0.1126591, 0.0764155 
275077.0000000,-148.8962004,60.8196838, 0.3109906, 0.1733018 
267840.0000000,-149.7004508,61.0961250, 0.0284553, 0.0249958 
267835.0000000,-149.8115177,61.1736220, 0.0979721, 0.0144595 
267837.0000000,-149.4025416,61.2998295, 0.2955477, 0.1083092 
102588.0000000,-149.9487607,61.1856360, 0.1016329, 0.0265437 
267834.0000000,-149.7199958,61.0712024, 0.0674089, 0.0513920 
102224.0000000,-149.0602683,60.9734058, 0.2433496, 0.1257954 
275659.0000000,-149.8861224,61.1556393, 0.0614910, 0.0363075 
267842.0000000,-149.7311313,61.1248993, 0.0330589, 0.0609708 
267856.0000000,-149.8517305,61.1844494, 0.0270889, 0.0072206 
267846.0000000,-149.8905164,61.2013114, 0.0451399, 0.0069280 
267849.0000000,-149.7685834,61.0652638, 0.1349264, 0.0722693 
272880.0000000,-149.9206131,61.1143963, 0.1294180, 0.0515997 
267850.0000000,-149.7934277,61.2100008, 0.0301089, 0.0295278 
102116.0000000,-149.3973806,61.4099320, 0.3131136, 0.1407837 
102172.0000000,-149.5765027,61.3353794, 0.0752477, 0.0662090 
267831.0000000,-149.8315946,61.2082163, 0.0465134, 0.0257915 
102065.0000000,-149.5173258,61.3891252, 0.1161399, 0.0898084 
267854.0000000,-149.4642945,61.2641931, 0.2501686, 0.1020677 
267857.0000000,-149.9884925,61.1921811, 0.1537831, 0.0359920 
267830.0000000,-149.8154253,61.1447511, 0.0820961, 0.0433701 
267838.0000000,-149.2899454,61.4423186, 0.1587211, 0.0322945 
275810.0000000,-149.8008237,61.1898164, 0.0748698, 0.0181219 
267839.0000000,-149.8665236,61.2120756, 0.0416854, 0.0225020 
267845.0000000,-149.8780362,61.1861514, 0.0398459, 0.0250692 
267853.0000000,-149.9047849,61.2141817, 0.0511971, 0.0215114 
275783.0000000,-149.3323544,60.9669995, 0.8327123, 0.1675134 
267852.0000000,-149.7409485,61.1880389, 0.0449296, 0.0145618 
267844.0000000,-149.7743754,61.1326117, 0.0598052, 0.0676336 
102543.0000000,-149.8486304,61.1950836, 0.0388108, 0.0140645 
267841.0000000,-149.8667416,61.2373979, 0.0718300, 0.0294468 
267832.0000000,-149.7191401,61.1658879, 0.0949138, 0.0297836 
267851.0000000,-149.9913540,61.1475773, 0.1670574, 0.0532443 
267836.0000000,-149.8863331,61.2202242, 0.0420002, 0.0132013 
276385.0000000,-149.8153798,61.1104266, 0.0820989, 0.0325131 
102412.0000000,-149.8188285,61.2252090, 0.0809634, 0.0153483 
276496.0000000,-88.0926078,30.7208401, 0.0216929, 0.0118509 
275732.0000000,-88.1388308,30.5355157, 0.0713404, 0.0384948 
275839.0000000,-88.1822620,30.6972480, 0.0170361, 0.0156838 
276175.0000000,-88.2369805,30.6504952, 0.0249432, 0.0217779 
106234.0000000,-88.0569029,30.7362968, 0.0263267, 0.0243516 
275058.0000000,-88.1166306,30.6587398, 0.0191695, 0.0131244 
275149.0000000,-88.1991056,30.6852103, 0.0169984, 0.0138335 
273439.0000000,-88.2733417,30.6034726, 0.0382616, 0.0292238 
273925.0000000,-88.0736288,30.6825592, 0.0158834, 0.0097171 
276556.0000000,-88.2163169,30.6483433, 0.0181962, 0.0260816 
276194.0000000,-88.1259494,30.7321384, 0.0207479, 0.0252962 
105769.0000000,-88.0866547,30.6253300, 0.0272972, 0.0293669 
276104.0000000,-88.2627170,30.5343847, 0.0407522, 0.0276421 
273320.0000000,-88.1768198,30.7281879, 0.0288597, 0.0296290 
273066.0000000,-88.0675935,30.6324654, 0.0319152, 0.0476740 
274076.0000000,-88.2274214,30.7963221, 0.0303956, 0.0313071 
274023.0000000,-88.1991837,30.6994584, 0.0170818, 0.0184731 
272834.0000000,-88.2849496,30.7749637, 0.0169351, 0.0282894 
273447.0000000,-88.1076774,30.5165283, 0.0321443, 0.0337269 
273816.0000000,-88.0600100,30.6875284, 0.0126630, 0.0102485 
274584.0000000,-88.2348407,30.7570712, 0.0190721, 0.0344561 
272922.0000000,-88.1530809,30.7147764, 0.0339694, 0.0114821 
275687.0000000,-88.1653967,30.6322550, 0.0174487, 0.0347760 
272910.0000000,-88.1834386,30.5320625, 0.0265639, 0.0312591 
272957.0000000,-88.2083672,30.7495419, 0.0342928, 0.0252759 
272841.0000000,-88.2627080,30.6641574, 0.0253905, 0.0188106 
273894.0000000,-88.1043054,30.7103501, 0.0172752, 0.0160432 
272867.0000000,-88.2508155,30.6923812, 0.0508079, 0.0376370 
275747.0000000,-88.1594521,30.5945999, 0.0219685, 0.0280196 
276204.0000000,-88.1419724,30.7346384, 0.0399419, 0.0303558 
276454.0000000,-88.2799772,30.6574431, 0.0264406, 0.0270460 
275922.0000000,-88.2565181,30.6507872, 0.0204776, 0.0217979 
276017.0000000,-88.1984411,30.5451857, 0.0539809, 0.0288503 
274975.0000000,-88.1574766,30.6987931, 0.0336459, 0.0260087 
104898.0000000,-88.1595861,30.6687880, 0.0221283, 0.0145004 
274566.0000000,-88.2165161,30.7003975, 0.0178556, 0.0165930 
273729.0000000,-88.0684957,30.7038468, 0.0185434, 0.0223884 
273722.0000000,-88.2680298,30.7742177, 0.0170214, 0.0204713 
274116.0000000,-88.2550584,30.5545252, 0.0256302, 0.0243239 
275195.0000000,-88.0446426,30.6274042, 0.0861006, 0.1288506 
274659.0000000,-88.1766312,30.5997435, 0.0285867, 0.0214511 
