z_hood,mean_zri
268516,1985.31081081
236416,1098.43243243
268760,1770.75675676
268082,2299.85135135
271672,2251.8028169
270135,1496.81081081
738036,1174.66216216
272905,1269.40350877
54599,2063.8852459
275445,684.324324324
268777,1951.04054054
275956,2689.21621622
274175,810.445945946
343880,841.067567568
274553,2459.51351351
268885,1004.36486486
268703,1749.09459459
124600,1530.24324324
270050,737.486486486
416330,2997.24324324
273248,1246.2972973
276277,1069.33783784
276449,2084.17567568
27431,2771.51351351
124725,877.581081081
274620,954.391891892
272189,1026.35087719
154783,1136.40540541
270226,971.297297297
230477,2204.24324324
268429,2353.78378378
273645,953.121621622
50753,1026.68918919
342696,1392.63513514
272849,1348.67567568
416396,2822.27027027
269091,1081.94594595
275861,1742.12162162
233841,1040.27027027
268184,1747.16216216
273778,1354.40540541
268776,1520.32432432
213615,985.716216216
274253,803.72972973
271588,1169.78378378
268674,1559.27027027
403234,1528.16216216
268688,2178.02702703
54490,1444.7972973
403151,1372.83783784
623404,1451.10810811
273609,1934.2972973
115657,3678.56756757
276135,704.594594595
275511,1548.5
271961,2331.95945946
275681,1043.93243243
273690,2150.12162162
343881,863.675675676
268198,1567.37837838
151772,1278.68421053
195119,2046.1147541
273837,2802.85135135
417707,2330.33783784
273068,1714.02702703
199068,1343.75675676
271449,1157.74324324
403262,1480.85135135
403197,2856.16216216
275497,890.378378378
415988,1033.51351351
206211,1021.32432432
268785,1176.2027027
270873,4106.21311475
195125,5006.90163934
268308,2021.95945946
269186,1399.08108108
275163,747.918918919
403487,2591.74324324
269907,1173.47297297
34793,1027.03508772
275265,733.527027027
197995,2011.62295082
157423,1413.01351351
200246,783.554054054
251785,1247.2972973
274505,1127.48648649
208472,1078.31081081
274000,895.918918919
47031,1482.98648649
269435,779.175675676
416336,2667.37837838
271808,1815.35135135
417527,3029.62162162
623423,2730.43243243
275951,1112.77027027
403379,1296.33783784
115008,882.702702703
268768,1256.05405405
273938,1073.82432432
276264,1377.97297297
270970,769.743243243
276182,1144.62162162
121755,2331.58108108
270867,815.378378378
153682,1206.14035088
276451,1298.86486486
403183,4436.5
38178,1626.97297297
271540,934.486486486
268740,2211.98648649
395437,1629.09459459
343502,1028.94594595
274725,1801.68918919
13010,1764.47297297
275302,2040.43243243
215825,1022.94594595
395973,2088.68918919
268096,5244.86486486
275119,821.662162162
272151,887.473684211
403286,1611.16216216
273986,1872.37837838
403517,1527.16216216
415877,1312.52702703
270096,1280.51351351
276372,959.135135135
403300,2053.59459459
195167,2008.26229508
123600,1611.45945946
240770,1479.31081081
268612,1354.97297297
270177,1248.74324324
274303,1208.05633803
276170,1636.94594595
272055,875.192982456
273831,1336.7972973
273444,1868.0
276523,2251.22972973
132791,793.472972973
271296,2355.52702703
273415,1235.52702703
275257,2746.10810811
275412,1619.94594595
271150,1423.28378378
274684,3081.18918919
275465,2109.43243243
124068,1384.25675676
411767,6235.06756757
272898,1189.02702703
268058,2173.35135135
52070,1642.59459459
276305,849.932432432
250780,2242.0
272880,2195.88571429
272173,1102.92982456
267835,1735.7
274874,869.067567568
271469,1914.2027027
276029,1224.02702703
271068,1617.75675676
274034,690.027027027
119762,3382.35135135
146388,836.851351351
102412,1589.37142857
4083,2541.13114754
271286,2103.21621622
271814,1670.10810811
342771,1319.93243243
344040,966.797297297
123890,923.418918919
276658,1278.76056338
344038,823.5
276459,1263.83783784
342768,1449.36486486
121779,2082.7972973
271311,1670.02702703
415986,954.837837838
17799,1041.90540541
396662,1730.62162162
229812,752.027027027
273473,1104.16216216
270968,2220.19672131
160895,1251.14864865
268704,1437.72972973
275993,1080.14864865
416890,1026.43243243
268177,3967.01351351
56273,1827.18032787
251627,1403.51351351
274154,1189.7972973
738037,1066.87837838
126069,1370.93243243
276177,883.540540541
201948,873.472972973
214069,1094.87837838
403204,2014.26229508
273183,1312.44594595
415907,1222.08108108
274588,1989.83783784
274284,1369.12162162
271921,1969.7027027
343870,1376.5
269984,805.824561404
270127,2039.37837838
272801,1265.05405405
415936,867.972972973
275137,1247.22807018
12207,1976.33783784
13621,1449.52702703
342683,1227.94594595
273571,2204.27027027
12514,2168.32786885
207245,1552.08108108
275916,2904.62162162
271695,2683.35135135
275824,2818.83783784
343862,1474.93243243
23420,2516.78688525
272848,2036.91891892
208228,877.513513514
403271,1684.40540541
268979,1921.83783784
193043,2008.08196721
272068,727.719298246
121628,1722.81081081
268336,2604.36486486
274792,966.121621622
190601,1688.0
271819,2148.5
271108,1356.04054054
276586,1226.55405405
275518,1850.2295082
270238,927.324324324
270130,1442.90540541
271131,1707.40540541
276638,1743.51351351
124802,946.378378378
738030,1086.27027027
270105,1168.95945946
207061,1444.37837838
274188,1520.56756757
168021,924.105263158
274809,865.891891892
268797,1301.48648649
274743,917.905405405
276582,1171.68918919
125047,1070.72972973
273235,1581.51351351
14878,1723.86486486
273402,1464.04054054
274559,1984.74324324
276565,1661.10810811
270248,904.837837838
416371,1016.32432432
124309,1009.2027027
274262,2411.71621622
270528,1006.40350877
274513,2216.5
271809,799.932432432
343875,928.459459459
250017,1803.09459459
276513,1830.04054054
271669,1284.54929577
274666,1549.2972973
623394,1763.51351351
250801,1796.45945946
343245,2287.94594595
271570,1517.60810811
199607,844.959459459
193771,1084.39189189
276500,1089.60810811
275819,631.175675676
274940,2093.13513514
113688,9839.13513514
17556,2496.27868852
275055,1503.16216216
7663,2364.01639344
247937,1770.06756757
271648,1405.71621622
276457,1915.02702703
276529,1286.95945946
256657,4762.40540541
270847,809.486486486
273034,1096.60810811
274178,1436.01351351
273657,1531.94594595
273631,890.932432432
275411,3271.27027027
343226,1696.03278689
268393,2317.13513514
403513,1780.89189189
109943,683.27027027
272138,1133.75438596
251437,2205.0
271156,934.013513514
403310,2047.04054054
274603,1450.32432432
271572,1412.45945946
267990,1951.67567568
276352,694.756756757
273198,2108.35135135
275915,1133.64864865
268868,1096.95945946
272752,710.824324324
274604,1334.82432432
623384,1330.04054054
154455,1158.04054054
269330,1515.85135135
342744,1371.02702703
343999,1855.04054054
269391,2272.35135135
274546,1032.05405405
343882,1087.39189189
273057,647.959459459
416882,1307.60810811
268250,1670.95945946
252339,2179.95945946
270874,779.472972973
268330,1737.10810811
271294,814.0
272099,769.842105263
738029,2287.74324324
275899,1350.7972973
272852,1740.59459459
342741,1702.87837838
275857,2939.33783784
343871,2609.63513514
273159,2061.85135135
157467,1134.13513514
343250,2243.91891892
121731,2698.10810811
274525,867.135135135
276116,1588.81081081
268946,1302.72972973
226842,1117.98648649
268034,2665.64864865
271924,1300.71621622
250146,1714.68918919
269007,880.675675676
274392,2149.17567568
276338,971.242857143
270509,1037.42105263
273756,1157.36486486
271239,1116.72972973
118842,883.878378378
268762,2172.98648649
275049,1192.43243243
275075,1355.66216216
273307,1452.33783784
273879,1292.06756757
276314,971.432432432
269062,1404.82432432
199345,823.378378378
268517,4401.94594595
269181,2895.51351351
268208,2040.64864865
275494,866.256756757
269235,929.445945946
276339,696.5
273367,796.418918919
276610,953.22972973
276508,1068.16216216
276406,1057.1754386
250878,810.945945946
273697,1400.2027027
403284,1644.52702703
274791,834.283783784
344001,2187.81081081
416029,945.918918919
273237,820.351351351
343910,799.189189189
125500,968.0
268942,1254.68918919
251170,2143.40540541
125478,1250.95945946
115372,1429.71621622
275011,1180.62162162
342767,1515.91891892
125976,966.72972973
272154,934.192982456
275313,1110.43243243
416974,2849.82432432
270163,1723.48648649
272014,797.459459459
274582,2354.13513514
268078,2284.39189189
244155,2219.06756757
403512,1917.89189189
271839,1839.25675676
269221,1388.18918919
274508,988.351351351
416892,871.72972973
342761,1202.10810811
211218,1153.60810811
342779,1343.40540541
172101,767.716216216
271092,1248.68918919
738032,911.324324324
206987,1898.77027027
276571,1264.97297297
184182,1122.60810811
121681,2488.95945946
227971,4197.60810811
272116,926.035087719
275421,675.067567568
275535,1528.05405405
276643,1193.75675676
343229,2488.39189189
344008,2052.52702703
271607,1089.44594595
275197,689.391891892
190421,1773.44594595
273399,1339.41891892
403376,1290.7972973
403113,1366.01351351
268443,1907.98648649
275426,2403.66216216
117724,1269.2027027
121682,1785.18918919
274008,1530.24324324
274440,714.418918919
269457,1161.06756757
738028,2016.64864865
140292,2118.0
417114,1223.39189189
738034,1017.68918919
342679,959.094594595
273346,1470.01351351
623391,1451.82432432
422810,1130.72972973
274872,3011.14864865
275443,1472.47297297
270793,872.162162162
270816,2691.2295082
124750,1009.41891892
268494,2368.58108108
273287,1899.32432432
267831,1680.58571429
737811,2135.90540541
417240,1368.01351351
403311,2116.94594595
738042,1303.62162162
276480,603.716216216
270862,795.162162162
275343,877.405405405
403314,1668.60810811
415984,734.013513514
268026,2484.45945946
182408,1086.28378378
273470,1009.37837838
416131,1591.21621622
273343,1360.41891892
275437,997.945945946
275825,1023.63513514
275890,2280.95945946
152275,1936.54385965
270155,1412.90540541
271957,1769.02702703
125141,1109.24324324
241154,1653.17567568
417100,1228.94594595
275994,2813.86486486
269565,977.471428571
138129,1570.7972973
269123,973.445945946
271856,2371.72972973
269345,1461.16216216
275444,1774.83783784
276588,869.554054054
269513,922.864864865
269525,1039.34285714
275051,900.851351351
343206,1680.59016393
270312,1435.16216216
342745,1423.16216216
270296,1058.13043478
183256,1461.36486486
274059,1912.45945946
271251,1260.09459459
274592,2952.27027027
271241,1171.17567568
276294,1574.24324324
416938,1940.35135135
195069,2031.72131148
270904,2026.55737705
276596,1105.59459459
272771,2130.45901639
416019,959.486486486
417507,2929.0
270307,1437.20289855
275396,2109.59459459
268309,3725.27027027
130182,761.743243243
417912,1957.66216216
271105,1638.37837838
275482,877.351351351
270028,904.621621622
268241,1739.90540541
403525,1781.75675676
268316,1940.17567568
49975,2645.62295082
275351,1073.94594595
275673,710.783783784
396650,1147.67567568
272179,785.01754386
274381,1343.10810811
275152,1266.08108108
270381,1181.80701754
403287,1560.87837838
125198,1643.60810811
268310,3769.06756757
272213,744.263157895
126042,1063.97297297
272290,1064.85964912
268872,1063.78378378
273460,1304.33783784
268391,1088.7027027
268659,1235.67567568
271574,2123.62162162
269090,746.851351351
274294,1525.89473684
342764,1552.5
403304,2145.28378378
273974,823.283783784
415985,867.945945946
126306,1196.16216216
16920,2051.1147541
403268,1627.08108108
274184,3858.28378378
274894,3494.27027027
415955,1201.28378378
273703,942.202702703
403353,1267.51351351
124846,1591.91891892
403199,2038.18032787
152428,2098.52631579
272244,815.122807018
273109,2133.44594595
274479,1337.85135135
276506,1208.43243243
342783,1527.31081081
272287,776.456140351
405029,1369.67567568
275329,1169.01351351
343249,2472.31081081
272199,710.192982456
403266,1489.0
270935,875.459459459
268772,2553.98648649
270107,1441.7027027
269997,746.932432432
275970,1342.89189189
275457,1786.98648649
343495,803.932432432
207354,1549.56756757
270987,889.418918919
271841,1144.77027027
126292,925.594594595
268773,2168.2972973
273353,1163.52702703
276423,1313.18918919
416030,1143.63513514
343476,1019.31081081
275942,2320.04054054
270153,1640.83783784
271849,2355.48648649
270280,880.27027027
272768,852.513513514
269300,931.148648649
272223,2047.28070175
344033,1770.83783784
343872,1181.97297297
737813,1020.87837838
271940,1317.14864865
274913,607.945945946
269026,1437.0
270110,1563.62162162
269958,758.027027027
417851,1266.85135135
271497,1208.41891892
268405,2171.75675676
268395,2547.04054054
268500,1643.87837838
415972,845.378378378
252043,1246.81081081
272970,1204.14864865
203932,818.662162162
124914,1464.39189189
267839,1556.77142857
271103,1069.17567568
270267,846.743243243
273098,1980.10810811
276483,731.864864865
416088,2673.33783784
275714,1314.98648649
342749,1477.0
272280,866.315789474
343905,800.202702703
415949,1138.71621622
417219,1124.33783784
271045,730.378378378
274686,1041.04054054
275472,1489.12162162
269990,762.945945946
198048,1595.77027027
417185,1154.27027027
737998,1909.28378378
121763,2473.14864865
274437,1071.04054054
274752,795.932432432
343997,2208.2972973
268295,1250.78378378
274083,954.959459459
6263,2251.42622951
269465,743.391891892
270132,1428.01351351
274072,1808.25675676
395439,2075.16393443
31792,1390.13513514
57189,1172.17567568
417648,1459.72972973
276428,1987.58108108
273138,1571.54054054
124820,1108.62162162
403265,1665.74324324
272925,2149.55405405
274648,929.648648649
159670,1340.85135135
270888,2028.18032787
269133,1669.72972973
271242,1069.12162162
343908,1363.87837838
403191,2006.36486486
16521,2067.06756757
276216,3033.78378378
403233,1441.72972973
344029,1613.87837838
269526,962.842857143
273345,902.040540541
274891,2035.7
274096,1339.78378378
274749,905.351351351
275066,870.789473684
275493,1417.44594595
271234,1983.54054054
128864,1213.43243243
343475,911.243243243
403509,1343.54054054
270120,1402.22972973
275675,2783.55405405
114649,4543.35135135
273332,1582.62162162
273999,1377.58108108
274902,1044.04054054
245104,1775.45945946
344022,1948.82432432
396874,896.918918919
275481,2086.71621622
121717,2810.16216216
273920,1391.52702703
403276,1722.81081081
45614,1704.59459459
273216,776.148648649
275540,733.094594595
738005,1650.44594595
121777,1800.71621622
274986,863.648648649
13079,1333.78378378
272879,2124.32432432
342743,1360.68918919
272061,1028.12280702
417162,1804.22972973
276416,514.108108108
275503,800.986486486
6158,2602.26229508
130438,916.594594595
403493,1719.68918919
275486,856.256756757
270161,1352.25675676
737997,2134.59459459
416978,2852.63513514
275594,1275.75675676
273721,1243.94594595
26204,1949.44594595
274830,858.094594595
274434,1920.63157895
251704,1737.12162162
271119,1678.05405405
269258,762.783783784
271243,1293.82432432
274698,4329.09459459
129705,1326.18918919
269987,855.716216216
196156,2053.0
271060,1596.64864865
121489,2383.56756757
342785,2195.47297297
271422,1455.67567568
225182,2163.54054054
273331,1804.67567568
116918,4235.86486486
32508,2617.28378378
417132,1131.60810811
272772,1284.13513514
272018,2413.10810811
271939,1254.97297297
416886,939.891891892
416975,2902.5
142706,1462.40540541
271605,873.027027027
113713,2401.83783784
203581,636.27027027
182287,1023.58108108
623405,1827.45945946
395919,1585.78378378
403231,2023.63513514
274678,1100.58108108
276640,1833.67567568
269927,1331.77027027
270103,1570.68918919
403526,1491.44594595
123748,768.567567568
270010,771.040540541
272813,3437.16216216
204112,925.77027027
271146,1573.60810811
403238,1551.45945946
416331,2827.12162162
272786,2400.33783784
272746,707.216216216
738003,1707.7972973
270071,757.27027027
403312,1793.54054054
235634,1310.95945946
271235,1170.89189189
275439,1071.51351351
273528,790.337837838
272972,722.175675676
273106,1482.31081081
271061,1490.31081081
396705,1514.03508772
270851,730.054054054
271353,2133.54054054
275161,788.108108108
242449,1687.52702703
251064,1419.95945946
342751,1581.35135135
275299,1010.27027027
271836,792.918918919
416881,1272.25675676
275541,1226.80701754
272271,1108.03508772
415063,667.067567568
417576,1321.08108108
268541,2341.21621622
269806,1348.21621622
276477,1661.64864865
275410,822.013513514
275965,1737.22807018
121698,1842.95945946
269103,945.972972973
275826,2305.04054054
269206,1085.58108108
416020,871.594594595
126244,1550.64864865
276618,891.810810811
396701,2564.16393443
268761,1583.72972973
207031,2339.18918919
403524,1468.13513514
275271,762.052631579
275118,1279.33783784
269817,1323.33783784
270133,2431.2027027
275864,1505.31081081
271121,1325.09459459
403321,1531.17567568
273484,1215.52702703
422828,1268.10810811
416858,1195.21126761
273336,806.081081081
417715,1857.16216216
268779,1807.56756757
267849,3166.42857143
276647,903.486486486
198432,1959.31147541
738000,1862.33783784
738035,1084.85135135
403360,1179.94594595
274585,708.945945946
344037,1177.06756757
271127,1471.59459459
417023,1044.52702703
264676,2338.7027027
738025,2362.93243243
203265,866.216216216
272725,2342.0
268102,1521.39189189
416364,942.162162162
275937,1691.60810811
416008,1133.0
269492,940.108108108
270246,705.067567568
272999,974.567567568
273453,680.824324324
343246,2033.83783784
196583,1964.29508197
276594,1422.95945946
273685,1127.32394366
396659,1956.95945946
276639,2283.06756757
205554,1403.32432432
274522,623.081081081
274757,958.716216216
274618,2220.71621622
272897,1521.01351351
403153,1495.62162162
268106,2577.85135135
121799,2077.13513514
275768,961.689189189
275007,1119.12676056
268544,3887.14864865
276467,1687.67567568
273455,1324.44594595
417542,1630.08108108
124024,3348.7027027
268882,1543.98648649
276607,891.608108108
416850,2174.2972973
417486,714.540540541
270061,951.789473684
271217,1393.5
344031,1567.60810811
396678,1781.43243243
267895,1219.78378378
274671,1148.98648649
241188,1962.97297297
270141,1269.09459459
268965,1175.71621622
12803,1786.28378378
252056,2304.66216216
273899,1466.16216216
268795,1242.78378378
269360,1082.81081081
274195,756.391891892
342772,1142.0
403340,1441.7027027
268024,3694.55405405
415987,1252.06756757
19609,1066.5
416053,1126.95945946
269529,1427.35714286
275240,825.035087719
416392,1703.58108108
417103,885.648648649
415951,1603.35135135
274229,825.675675676
273048,1637.61403509
274010,1211.47297297
273731,1471.04054054
343497,1086.2972973
416885,935.337837838
270955,957.094594595
272233,833.807017544
269219,2005.75675676
270119,1412.64864865
274174,2499.52702703
271007,623.608108108
417713,1134.55405405
273747,1351.06756757
130303,947.324324324
269084,1051.43243243
269554,935.828571429
38290,936.972972973
268279,2064.52702703
268495,1660.44594595
268614,1262.40540541
270895,4180.0
269177,1037.40540541
271844,1306.71621622
196591,2071.57377049
415968,702.297297297
272981,1395.55405405
275401,2614.89189189
275105,670.486486486
274739,2005.04054054
268525,3288.77027027
276014,1107.2972973
121710,2224.86486486
269398,713.337837838
417734,1450.64864865
271009,694.432432432
274148,1118.95945946
623420,3283.93243243
273589,1025.16216216
268174,1537.60810811
343498,996.959459459
268992,1313.2972973
275949,1649.05405405
273744,1173.59459459
342748,1554.09459459
264511,964.297297297
125932,1070.66216216
126264,987.554054054
342757,1394.09459459
130878,872.986486486
268239,1516.5
344020,1972.54054054
270546,1042.56140351
272917,578.472972973
273705,928.040540541
275617,676.932432432
272796,3036.12162162
343247,2336.31081081
403175,3136.90540541
275886,5536.7027027
342754,1096.55405405
343879,1271.43243243
270443,1106.1754386
417946,1233.25675676
273349,2441.10810811
275543,1785.66216216
623347,1321.97297297
274433,965.527027027
121674,1748.55405405
276293,1950.7972973
271303,1956.64864865
274949,947.513513514
274496,879.540540541
276539,1115.14864865
276530,1839.22972973
271437,1818.35135135
270208,724.72972973
271098,1678.13513514
182048,1037.56756757
272985,687.5
403190,1790.83783784
274901,658.459459459
273122,982.5
343993,1777.32432432
270940,1252.01351351
274621,903.27027027
274122,1251.87837838
256252,1248.91891892
269698,1349.89473684
342781,1639.28378378
275246,2170.89189189
269567,1690.32432432
276436,1036.32432432
342755,964.0
416900,1027.18918919
30136,1246.62162162
417025,1027.40540541
271653,3191.08108108
275583,1415.98648649
738019,2278.58108108
273232,2168.31081081
117174,1934.74324324
274936,552.932432432
271651,1320.71621622
273181,2592.98648649
417108,1159.22972973
273951,2610.18918919
113700,2762.60810811
271913,2252.40540541
165722,1453.26315789
269982,1338.50877193
270114,1951.37837838
342746,1468.90540541
198627,2953.24590164
403520,1956.40540541
271906,1979.02702703
267892,784.202702703
415902,1037.97297297
116266,2954.28378378
276000,569.243243243
275108,749.175675676
269512,1516.41891892
271813,1246.22972973
271885,1077.47297297
271072,1524.45945946
6460,2039.58108108
273236,756.905405405
415247,3282.54054054
276368,787.486486486
270966,1024.90540541
268702,1785.71621622
269215,1113.01351351
753708,4631.02702703
276347,1095.81081081
403236,1598.81081081
126155,873.594594595
272954,1786.41891892
275219,976.554054054
275463,1041.78378378
275550,1230.98245614
272806,1707.13513514
275735,790.594594595
271342,911.932432432
275194,773.324324324
121791,6347.28378378
273678,835.418918919
158273,1228.51351351
268187,1609.54054054
214645,2039.78378378
42733,4693.7704918
274541,1132.70175439
269190,838.743243243
268244,1963.01351351
273719,1429.45614035
271750,2446.13513514
343874,1216.01351351
275053,2031.87837838
271445,912.743243243
342759,1346.7027027
275377,1398.95945946
43310,2665.21311475
342742,1363.63513514
343629,799.810810811
270216,818.013513514
114246,3530.63513514
275198,1764.18918919
343886,946.040540541
270338,1206.50877193
273836,2609.33783784
274622,1643.87837838
275106,1452.59459459
271247,1194.63513514
412851,1667.12162162
274161,819.243243243
275649,1304.44594595
207340,1313.21621622
121702,1752.25675676
273664,794.702702703
275297,1107.10810811
268635,2869.59459459
129069,899.743243243
273654,824.297297297
126218,1413.40540541
273957,2406.24324324
203441,1614.05405405
268720,1968.24324324
269757,1330.74324324
270263,710.337837838
415975,876.554054054
271533,1023.56756757
416039,1142.5
268416,2083.95945946
416025,1009.37837838
271604,906.837837838
415974,849.432432432
274853,1966.21621622
396576,1058.32432432
269718,1820.89473684
275944,694.540540541
199080,2052.37704918
270844,1845.86885246
271678,2904.83783784
275901,1398.98648649
417815,932.648648649
268426,1861.48648649
115216,1097.63513514
342750,1389.13513514
274481,1471.93243243
145754,744.162162162
245278,1641.5
274082,1019.45945946
126644,1144.01351351
343252,2226.5
342752,1371.04054054
417728,1236.02702703
403322,1947.51351351
274721,707.216216216
269925,1219.5
274125,739.405405405
118211,2102.74324324
250478,1587.78378378
273776,3479.32432432
269176,1145.67567568
269953,967.719298246
271665,1446.58108108
416989,3105.59459459
271791,1794.47297297
342760,1528.12162162
268003,1635.51351351
623367,1577.85135135
275573,666.040540541
272157,1083.52631579
403140,698.445945946
207639,1562.33783784
416926,1316.77027027
273364,1236.47297297
623387,2384.86486486
124811,1701.54054054
242690,1785.36486486
274052,808.783783784
343490,2133.0
57314,1434.98648649
140440,1227.45945946
276439,2741.81081081
344021,1842.32432432
270171,1191.21621622
274249,973.135135135
274016,1206.68918919
274246,3545.27027027
274358,2567.72972973
275020,1288.35135135
269523,867.842857143
270854,2023.7704918
276295,935.891891892
269200,889.067567568
270178,1388.59459459
403352,1426.14864865
270129,1371.64864865
271805,1124.14864865
272111,976.228070175
273788,1773.24324324
274112,767.932432432
274269,513.364864865
343477,883.594594595
272273,1102.42105263
403240,1776.64864865
273445,1678.7972973
268613,1743.62162162
242058,1773.32432432
738033,1169.7972973
270985,675.878378378
422775,1074.81081081
274993,1403.08108108
274712,566.459459459
273096,2467.05405405
43174,2631.42622951
271122,1577.18918919
268060,1018.44594595
271571,1043.48648649
272781,1298.50877193
272142,1694.36842105
623386,1208.21621622
116647,3266.52702703
272837,1217.54054054
275407,1025.52702703
344024,1811.87837838
270849,773.972972973
270037,886.675675676
269766,2184.08108108
245281,3135.44594595
275567,2433.04054054
250382,1959.94594595
275888,2000.52702703
275716,1624.39189189
195405,2309.52459016
269870,1329.09459459
344003,2323.5
270796,2059.06557377
274730,1572.01351351
268464,1688.28378378
275684,990.702702703
149190,713.851351351
271613,1521.98648649
271104,1685.0
268417,1553.86486486
275763,1080.04054054
268874,1007.17567568
268666,1712.02702703
274900,2098.7027027
268881,2113.35135135
25472,2240.1147541
342758,1304.06756757
269610,1272.2972973
276006,2007.32786885
272005,1900.05405405
121815,3148.37837838
271667,2115.17567568
273876,1198.25675676
269738,2256.98245614
268104,1680.94594595
273863,2009.97297297
271297,1010.95945946
112968,1117.72972973
121677,2626.05405405
272203,1850.1754386
274906,1905.36486486
271400,1427.25675676
268615,1286.67567568
271136,2956.24324324
272270,1072.87719298
276062,2089.51351351
126230,1275.27027027
343501,1150.35135135
268579,4034.86486486
415911,1218.48648649
268559,1475.32432432
270059,1033.94736842
416094,2213.63513514
273476,1369.59459459
270309,1067.79710145
342695,1549.7972973
270038,828.543859649
271616,1730.06756757
273010,2642.2027027
275177,1522.98648649
276042,926.094594595
272036,783.210526316
273288,883.0
275255,1455.36486486
416023,739.324324324
273366,1077.74324324
275208,840.905405405
416877,1229.91891892
274330,1170.39189189
128368,1227.7972973
160965,1264.55405405
115447,1071.97297297
268987,1672.66216216
275138,1204.31578947
270086,1372.59459459
415892,1192.55405405
343944,2300.08108108
416062,1375.75675676
159820,1236.98648649
10329,1961.18032787
276648,998.891891892
215971,1042.68918919
123507,1198.72972973
272155,908.859649123
270305,1145.73913043
271831,1894.17567568
418157,2813.86486486
273286,886.472972973
272291,698.192982456
276407,1116.33783784
403518,1509.36486486
265170,1778.36486486
422863,1815.7972973
19510,1619.63513514
269486,832.216216216
275827,1926.85135135
121756,1605.39189189
273107,706.040540541
269329,876.121621622
268136,1814.45945946
252336,2153.2027027
403406,1235.5
206428,2378.56756757
132606,984.054054054
272235,899.315789474
623388,1331.74324324
273491,953.0
199281,1428.44594595
267845,1697.47142857
275721,1388.51351351
417795,1348.05405405
267844,2713.04285714
270813,753.148648649
272003,1095.56756757
417487,808.0
268936,1898.59459459
272727,2487.31081081
274219,981.5
271281,1050.36486486
215587,816.351351351
271077,1423.06756757
268485,1020.91891892
273910,2005.22972973
274044,1234.33783784
269283,858.378378378
276175,1139.90540541
276240,859.148648649
269043,946.121621622
276380,1343.33333333
271339,1611.7972973
268297,2485.59459459
422799,1104.0
126585,869.351351351
270869,781.5
422860,1802.83783784
275446,731.283783784
416967,2989.24324324
416026,877.256756757
416003,776.635135135
417495,4842.18918919
268066,1619.86486486
276401,812.594594595
403315,1538.25675676
417515,3706.5
269694,1276.64912281
273092,2021.39189189
228105,1181.36486486
344047,1283.48648649
275228,2564.62162162
121719,1823.93243243
268116,1338.45945946
125591,1171.7972973
342786,2454.77027027
180250,1722.09459459
225760,1244.78378378
184266,924.310810811
416044,742.851351351
125021,1444.16216216
270451,1226.57894737
422848,1245.97297297
142203,1171.25675676
275016,537.175675676
272884,1252.66216216
343884,865.364864865
49764,1963.89189189
171687,702.189189189
275912,688.148648649
274140,1129.2972973
415969,704.364864865
275808,1345.89189189
417572,1334.24324324
276265,1160.36486486
269827,1199.12162162
224273,936.878378378
396875,978.824324324
403278,1624.56756757
272767,1292.14864865
271477,2186.41891892
343528,1579.94736842
274705,2763.83783784
270085,1551.97297297
271494,1489.52702703
276357,958.837837838
276302,1517.24324324
273989,1442.7972973
344002,2208.09459459
274975,997.0
268565,1572.75675676
274555,1112.67567568
269511,1040.08108108
274107,787.554054054
403255,1597.56756757
274929,1061.72972973
344042,1281.44594595
117770,3520.87837838
274528,1280.7972973
417176,1285.32432432
118825,2639.37837838
343904,827.040540541
268490,1012.58108108
260525,1677.67567568
271765,2618.02702703
275276,1059.13513514
269861,1290.21621622
212283,818.756756757
271218,1014.24324324
403342,1984.33783784
418074,784.797297297
343994,1722.14864865
276096,1508.36486486
202750,973.905405405
125917,1374.67567568
268248,2492.27027027
269498,1178.32432432
403361,1317.58108108
272894,968.662162162
273433,803.405405405
403357,1278.48648649
275315,605.135135135
268483,1285.95945946
270842,3411.85245902
271861,1322.09459459
149902,1005.72972973
415965,822.310810811
251100,3842.32432432
271019,722.256756757
268893,1443.72972973
270072,939.245614035
271969,1025.98648649
417111,1367.08108108
207099,2379.95945946
403279,1671.47297297
344030,1655.2027027
268600,1639.27027027
268618,3074.27027027
416304,2042.02702703
203599,765.797297297
219763,1157.55405405
417099,1392.94594595
123468,1017.14864865
274631,846.22972973
160124,1180.16216216
276466,1437.51351351
271152,1488.5
343482,866.135135135
126709,1002.13513514
275384,1262.55405405
275288,1321.55405405
403486,2496.48648649
271262,1004.97297297
417225,1967.33783784
267899,700.851351351
272792,1868.93243243
201559,938.891891892
121771,2527.91891892
403152,1447.72972973
269332,1017.97297297
416934,1564.25675676
271501,1467.71621622
275230,998.648648649
738004,1650.08108108
158452,1292.89189189
274200,1076.02702703
623349,2640.48648649
275903,794.851351351
271064,1628.54054054
34257,1301.0
276590,894.567567568
206562,1536.17567568
120704,2563.10810811
276316,756.945945946
272247,859.385964912
115629,3551.16216216
276433,1311.68918919
125531,1250.83783784
275960,785.554054054
738024,2139.40540541
273003,1216.98648649
274320,1181.94594595
270170,1275.82432432
271968,1364.32432432
274318,813.513513514
271022,638.243243243
270917,2035.42622951
272045,715.684210526
275400,2313.37837838
418076,729.297297297
415992,1017.58108108
276552,703.297297297
343894,1143.16216216
274403,911.337837838
233495,1181.59459459
267967,1277.32432432
272865,860.918918919
233487,1027.22972973
271298,2360.7027027
272751,1777.08108108
275442,676.702702703
272937,945.527027027
274483,1115.01351351
271094,2235.33783784
