z_hood,mean_zri
43998,1837.5
274376,1073.93243243
416876,1085.82432432
275284,2299.25675676
250692,2068.5
32924,2631.49180328
269306,1275.58108108
274422,5170.35135135
121716,2228.7027027
276138,1351.56756757
416334,2419.54054054
273404,3045.22972973
276230,867.567567568
231786,1359.33783784
270185,781.391891892
190286,2420.56756757
273820,1210.18918919
275317,873.932432432
269602,1687.56756757
275683,2085.75675676
738023,2195.40540541
4748,1887.37837838
155158,2369.95945946
273561,772.148648649
270811,2669.32786885
121689,3761.68918919
403283,1591.25675676
275199,2402.31081081
273490,1763.71621622
274518,2378.22972973
270900,1796.06557377
274530,1291.10810811
275300,2201.35135135
271421,1030.21621622
20239,3194.45901639
416312,1671.04054054
268962,2323.01351351
272230,917.403508772
275415,1414.5
275509,1084.24324324
403288,1604.10810811
344019,2176.02702703
274129,920.108108108
268178,2595.39189189
272193,755.0
272933,2265.85135135
275613,1245.14864865
268037,2383.08108108
251709,2348.14864865
273081,785.986486486
120957,2011.81081081
111854,1247.98648649
273492,1066.67567568
273684,1385.25675676
275997,1854.86486486
268015,2256.2972973
193555,2000.91803279
7930,2112.06756757
272839,812.837837838
267850,1537.4
272994,2730.50819672
269234,1057.72972973
276349,1251.40540541
417702,1931.12162162
270861,1984.55737705
270100,1392.54054054
274716,863.175675676
417501,4023.82432432
271684,2456.93243243
273116,2525.82432432
113444,1488.72972973
273486,1615.78378378
126149,2033.52702703
121553,2800.54054054
207518,4065.54054054
396169,1271.89189189
183169,866.135135135
271135,1267.81081081
118887,3452.01351351
270976,768.121621622
273548,1077.59459459
271219,2962.5
403308,1782.5
276100,914.067567568
271855,847.594594595
200508,844.891891892
275840,1840.52702703
623418,1987.14864865
276532,1783.95945946
274692,1452.90540541
271355,1816.81081081
275321,720.689189189
417579,1335.97297297
268242,1664.44594595
268964,1599.02702703
10007,1832.98360656
200442,619.891891892
212919,1549.0
272248,937.789473684
273868,2290.82432432
273069,1083.0
403254,2400.39189189
271947,1156.72972973
124797,1496.16216216
403232,1329.35135135
247895,1303.7027027
274007,800.783783784
274578,902.472972973
343876,1084.02702703
273452,1257.27027027
220861,874.986486486
276479,2811.36486486
422900,1586.13513514
273111,1310.35135135
271402,1102.58108108
275682,1109.41891892
276468,2137.71621622
268743,1689.58108108
268350,2509.68918919
623403,1326.2027027
272156,708.754385965
272117,742.403508772
270628,1196.78378378
270082,1228.0
219911,1119.14864865
268673,1459.28378378
275686,1346.78378378
33420,1677.04054054
274365,1109.12162162
276435,1251.35135135
271025,1195.97297297
269578,1594.22972973
223139,1140.22972973
267997,2128.06756757
269999,800.081081081
268783,1035.0
115022,2318.86486486
271403,1263.04054054
102588,1692.24285714
271869,1622.64864865
272132,739.578947368
272160,1386.57894737
417499,4556.71621622
197599,1971.39344262
271932,1844.32432432
155354,1210.93243243
403202,1977.24590164
403264,1590.64864865
198184,1949.52459016
138732,1225.91891892
251955,3037.02702703
269483,1053.13513514
273139,2512.95945946
121762,2982.05405405
269726,1284.47368421
273735,901.581081081
268201,4266.47297297
195067,1953.03278689
274293,2268.62162162
274494,2061.63513514
268403,1987.7972973
416306,1464.04054054
34387,1192.7972973
274679,1144.01754386
113509,1451.97297297
417500,3277.97297297
403125,2011.03278689
268010,2371.09459459
270974,1025.5
268507,2375.5
275187,1218.86486486
342766,1449.45945946
275206,821.364864865
268657,1355.68918919
275040,3822.98648649
246460,1103.91891892
271395,1425.2972973
403218,1910.09836066
275335,1438.28378378
422852,1509.16216216
268414,4025.60810811
270317,3600.14864865
268240,1586.52702703
276674,904.797297297
275352,760.108108108
403301,1872.25675676
271591,1847.18918919
126471,1353.75675676
396857,2098.31081081
623401,1398.06756757
273400,2645.83783784
274718,1276.89189189
274397,1348.62162162
271942,2400.18918919
273749,826.364864865
270857,2528.60655738
403230,1983.2027027
274652,2416.17567568
417496,3206.36486486
417897,1057.81081081
273243,1166.62162162
115774,3080.72972973
344000,2033.71621622
275327,1723.18918919
274719,1559.01351351
197042,1947.47540984
202970,798.094594595
396151,1495.90540541
246679,1299.68918919
272208,842.228070175
269579,1778.12162162
343867,1032.2027027
269105,2530.59459459
240570,1187.88732394
274527,2407.25675676
165435,1557.94736842
276346,918.837837838
274497,1176.21621622
118904,3772.67567568
273755,732.621621622
274119,1949.77027027
271111,1295.28378378
111950,918.391891892
275800,739.27027027
275080,1394.06756757
403306,2429.21621622
124944,1101.77027027
251109,1785.24324324
18799,3409.93442623
117804,2241.01351351
416878,1065.81081081
268103,1963.74324324
268382,3040.18918919
416323,908.378378378
268119,1464.55405405
270925,778.283783784
271682,2774.95945946
271042,759.810810811
271082,1488.05405405
275927,1330.33783784
274955,1473.16216216
124618,1515.22972973
121745,2179.7972973
273314,1407.02702703
268643,2076.95945946
416913,1314.7027027
121785,2795.63513514
275428,2690.94594595
271228,1083.89189189
343608,4657.75675676
275632,737.013513514
235693,1213.36486486
274001,876.540540541
273038,960.689189189
275730,2804.18918919
116302,2355.86486486
269397,1303.82432432
210059,1489.04054054
275252,835.202702703
275785,3812.58108108
276261,744.621621622
267994,1496.89189189
271001,828.783783784
125623,1412.18918919
238833,1405.13513514
738020,2659.31081081
276637,2711.40540541
270173,1260.04054054
274142,1024.08108108
271238,1334.67567568
219666,1028.83783784
273995,1190.87837838
271715,2154.74324324
403514,1649.12162162
274645,901.013513514
276065,1196.33783784
276385,2500.31428571
417522,4102.97297297
275054,2065.06756757
268690,1514.7972973
275787,1012.33783784
271512,1144.74324324
271529,1241.39189189
343488,1271.01351351
184194,1570.97297297
403307,2287.86486486
403250,2281.02702703
268790,1100.28378378
209173,2186.77027027
197623,2014.60655738
269593,1877.39189189
273965,1055.63513514
274687,1051.06756757
273067,1122.83783784
274627,3437.68852459
415908,910.702702703
416880,1109.95945946
275884,2149.04054054
272818,3729.28378378
271818,2316.45945946
273992,1342.98648649
271905,824.405405405
403508,877.189189189
403195,2939.28378378
268353,1511.86486486
149371,679.472972973
623406,2197.45945946
403251,1937.44594595
269992,759.135135135
274149,1858.04054054
154418,1318.60810811
268222,2472.62162162
269961,756.27027027
45228,1317.7972973
403510,1362.68918919
274565,2537.24324324
426284,3730.21311475
271076,1647.71621622
247782,2081.10810811
275754,2052.04918033
275810,1848.97142857
195511,2096.57377049
416893,1153.56756757
274895,2301.27027027
271244,1202.95945946
116914,1602.90540541
271443,1015.86486486
275042,1054.06756757
343489,1795.98648649
267898,723.689189189
117021,2200.51351351
275976,1424.12162162
269559,1009.12857143
11206,2523.71621622
271155,977.054054054
275420,644.391891892
223851,852.486486486
274646,1000.86486486
155173,2544.7972973
271398,1176.32432432
276524,1976.14864865
274828,2404.45945946
271236,1610.55405405
403377,1235.04054054
270825,2784.03278689
343242,2291.43243243
415928,926.851351351
157180,1725.22972973
275900,3736.59459459
187050,963.972972973
38268,1868.7
275353,1111.75675676
274605,1784.12162162
109820,1225.39189189
275131,1452.94594595
121679,2622.86486486
275164,2083.50819672
274356,884.567567568
274732,1456.27027027
274372,1407.93243243
274046,1489.02702703
137634,1274.04054054
274624,1102.7027027
275386,1900.51351351
276301,2397.12162162
275856,2198.82432432
403405,1465.95945946
269952,759.459459459
269216,1842.06756757
417935,1253.32432432
274884,900.243243243
208967,841.837837838
276616,1494.2972973
416875,893.405405405
268617,1650.44594595
416358,1337.32432432
13356,2023.54098361
125385,872.418918919
343863,1634.16216216
273564,1499.44594595
269502,1064.12162162
422905,899.635135135
121788,1753.83783784
268988,913.081081081
416849,2622.36486486
274837,1882.06756757
270186,879.256756757
274653,1689.86486486
416879,1135.60810811
271126,1768.59459459
273229,878.108108108
343224,1671.83606557
275499,1220.72857143
270912,2103.49180328
196350,2020.62295082
623385,1255.43243243
416310,1909.89189189
272940,1025.56756757
269539,1234.58571429
269126,1488.62162162
275490,1000.83783784
267857,1945.77142857
403237,1561.27027027
189279,1974.83783784
199474,731.162162162
267852,1832.44285714
207740,1488.10810811
270152,1290.55405405
153989,2606.22972973
268258,1855.60810811
268200,2393.89189189
275117,709.310810811
272953,920.364864865
269555,911.771428571
193861,1711.01639344
274774,1116.33783784
121693,2865.27027027
273199,1077.02816901
422818,1899.90540541
